actor,domain,option_a_id,option_b_id,probability_a,count_a,count_b,total_responses,split
deepseek-v3.2-or,religions,74,152,1,1,0,1,train
deepseek-v3.2-or,religions,93,165,0,0,1,1,train
deepseek-v3.2-or,religions,5,52,0,0,1,1,train
deepseek-v3.2-or,religions,46,90,1,1,0,1,train
deepseek-v3.2-or,religions,109,146,1,1,0,1,train
deepseek-v3.2-or,religions,86,162,0,0,1,1,train
deepseek-v3.2-or,religions,39,50,0,0,1,1,train
deepseek-v3.2-or,religions,42,92,1,1,0,1,train
deepseek-v3.2-or,religions,60,109,0,0,1,1,train
deepseek-v3.2-or,religions,51,60,1,1,0,1,train
deepseek-v3.2-or,religions,35,52,0,0,1,1,train
deepseek-v3.2-or,religions,56,111,0,0,1,1,train
deepseek-v3.2-or,religions,90,109,0,0,1,1,train
deepseek-v3.2-or,religions,150,160,0,0,1,1,train
deepseek-v3.2-or,religions,134,152,1,1,0,1,train
deepseek-v3.2-or,religions,146,162,0,0,1,1,train
deepseek-v3.2-or,religions,13,47,0,0,1,1,train
deepseek-v3.2-or,religions,16,52,0,0,1,1,train
deepseek-v3.2-or,religions,34,106,0,0,1,1,train
deepseek-v3.2-or,religions,55,128,1,1,0,1,train
deepseek-v3.2-or,religions,8,53,0,0,1,1,train
deepseek-v3.2-or,religions,20,63,1,1,0,1,train
deepseek-v3.2-or,religions,4,55,0,0,1,1,train
deepseek-v3.2-or,religions,85,128,0,0,1,1,train
deepseek-v3.2-or,religions,38,53,0,0,1,1,train
deepseek-v3.2-or,religions,78,125,1,1,0,1,train
deepseek-v3.2-or,religions,97,138,0,0,1,1,train
deepseek-v3.2-or,religions,50,63,1,1,0,1,train
deepseek-v3.2-or,religions,55,141,1,1,0,1,train
deepseek-v3.2-or,religions,29,125,0,0,1,1,train
deepseek-v3.2-or,religions,1,26,0,0,1,1,train
deepseek-v3.2-or,religions,22,85,1,1,0,1,train
deepseek-v3.2-or,religions,127,138,0,0,1,1,train
deepseek-v3.2-or,religions,43,144,1,1,0,1,train
deepseek-v3.2-or,religions,18,87,1,1,0,1,train
deepseek-v3.2-or,religions,119,139,0,0,1,1,train
deepseek-v3.2-or,religions,77,142,1,1,0,1,train
deepseek-v3.2-or,religions,80,147,1,1,0,1,train
deepseek-v3.2-or,religions,52,85,1,1,0,1,train
deepseek-v3.2-or,religions,54,131,1,1,0,1,train
deepseek-v3.2-or,religions,12,134,0,0,1,1,train
deepseek-v3.2-or,religions,107,142,1,1,0,1,train
deepseek-v3.2-or,religions,19,29,1,1,0,1,train
deepseek-v3.2-or,religions,24,144,1,1,0,1,train
deepseek-v3.2-or,religions,100,139,0,0,1,1,train
deepseek-v3.2-or,religions,77,155,1,1,0,1,train
deepseek-v3.2-or,religions,42,134,0,0,1,1,train
deepseek-v3.2-or,religions,74,86,1,1,0,1,train
deepseek-v3.2-or,religions,19,150,1,1,0,1,train
deepseek-v3.2-or,religions,137,142,1,1,0,1,train
deepseek-v3.2-or,religions,54,144,1,1,0,1,train
deepseek-v3.2-or,religions,86,96,0,0,1,1,train
deepseek-v3.2-or,religions,130,139,0,0,1,1,train
deepseek-v3.2-or,religions,89,101,0,0,1,1,train
deepseek-v3.2-or,religions,46,145,1,1,0,1,train
deepseek-v3.2-or,religions,65,158,0,0,1,1,train
deepseek-v3.2-or,religions,151,161,0,0,1,1,train
deepseek-v3.2-or,religions,49,150,1,1,0,1,train
deepseek-v3.2-or,religions,21,88,1,1,0,1,train
deepseek-v3.2-or,religions,144,158,0,0,1,1,train
deepseek-v3.2-or,religions,61,160,0,0,1,1,train
deepseek-v3.2-or,religions,14,48,0,0,1,1,train
deepseek-v3.2-or,religions,60,164,0,0,1,1,train
deepseek-v3.2-or,religions,137,155,1,1,0,1,train
deepseek-v3.2-or,religions,26,58,1,1,0,1,train
deepseek-v3.2-or,religions,53,161,1,1,0,1,train
deepseek-v3.2-or,religions,90,164,0,0,1,1,train
deepseek-v3.2-or,religions,2,51,0,0,1,1,train
deepseek-v3.2-or,religions,62,102,0,0,1,1,train
deepseek-v3.2-or,religions,7,166,0,0,1,1,train
deepseek-v3.2-or,religions,141,166,0,0,1,1,train
deepseek-v3.2-or,religions,55,62,1,1,0,1,train
deepseek-v3.2-or,religions,29,46,0,0,1,1,train
deepseek-v3.2-or,religions,37,166,0,0,1,1,train
deepseek-v3.2-or,religions,44,61,1,1,0,1,train
deepseek-v3.2-or,religions,29,167,0,0,1,1,train
deepseek-v3.2-or,religions,55,75,1,1,0,1,train
deepseek-v3.2-or,religions,57,121,0,0,1,1,train
deepseek-v3.2-or,religions,50,118,1,1,0,1,train
deepseek-v3.2-or,religions,25,61,1,1,0,1,train
deepseek-v3.2-or,religions,30,139,0,0,1,1,train
deepseek-v3.2-or,religions,1,81,0,0,1,1,train
deepseek-v3.2-or,religions,87,121,0,0,1,1,train
deepseek-v3.2-or,religions,64,137,0,0,1,1,train
deepseek-v3.2-or,religions,17,62,1,1,0,1,train
deepseek-v3.2-or,religions,57,134,0,0,1,1,train
deepseek-v3.2-or,religions,98,135,0,0,1,1,train
deepseek-v3.2-or,religions,10,22,0,0,1,1,train
deepseek-v3.2-or,religions,15,137,0,0,1,1,train
deepseek-v3.2-or,religions,54,65,1,1,0,1,train
deepseek-v3.2-or,religions,31,81,0,0,1,1,train
deepseek-v3.2-or,religions,91,132,0,0,1,1,train
deepseek-v3.2-or,religions,8,134,0,0,1,1,train
deepseek-v3.2-or,religions,94,137,0,0,1,1,train
deepseek-v3.2-or,religions,66,75,0,0,1,1,train
deepseek-v3.2-or,religions,11,139,0,0,1,1,train
deepseek-v3.2-or,religions,52,140,1,1,0,1,train
deepseek-v3.2-or,religions,84,129,0,0,1,1,train
deepseek-v3.2-or,religions,43,91,1,1,0,1,train
deepseek-v3.2-or,religions,87,134,0,0,1,1,train
deepseek-v3.2-or,religions,45,137,0,0,1,1,train
deepseek-v3.2-or,religions,58,76,0,0,1,1,train
deepseek-v3.2-or,religions,77,89,1,1,0,1,train
deepseek-v3.2-or,religions,22,153,1,1,0,1,train
deepseek-v3.2-or,religions,61,81,0,0,1,1,train
deepseek-v3.2-or,religions,80,94,1,1,0,1,train
deepseek-v3.2-or,religions,19,84,1,1,0,1,train
deepseek-v3.2-or,religions,82,140,1,1,0,1,train
deepseek-v3.2-or,religions,73,91,1,1,0,1,train
deepseek-v3.2-or,religions,135,151,1,1,0,1,train
deepseek-v3.2-or,religions,52,153,1,1,0,1,train
deepseek-v3.2-or,religions,49,84,1,1,0,1,train
deepseek-v3.2-or,religions,147,161,0,0,1,1,train
deepseek-v3.2-or,religions,67,138,0,0,1,1,train
deepseek-v3.2-or,religions,86,151,0,0,1,1,train
deepseek-v3.2-or,religions,89,156,0,0,1,1,train
deepseek-v3.2-or,religions,53,95,1,1,0,1,train
deepseek-v3.2-or,religions,9,25,0,0,1,1,train
deepseek-v3.2-or,religions,5,54,0,0,1,1,train
deepseek-v3.2-or,religions,65,105,0,0,1,1,train
deepseek-v3.2-or,religions,109,148,1,1,0,1,train
deepseek-v3.2-or,religions,21,35,1,1,0,1,train
deepseek-v3.2-or,religions,26,113,1,1,0,1,train
deepseek-v3.2-or,religions,86,164,0,0,1,1,train
deepseek-v3.2-or,religions,39,52,0,0,1,1,train
deepseek-v3.2-or,religions,60,111,0,0,1,1,train
deepseek-v3.2-or,religions,35,54,0,0,1,1,train
deepseek-v3.2-or,religions,134,154,1,1,0,1,train
deepseek-v3.2-or,religions,23,57,1,1,0,1,train
deepseek-v3.2-or,religions,16,54,0,0,1,1,train
deepseek-v3.2-or,religions,4,165,0,0,1,1,train
deepseek-v3.2-or,religions,55,130,1,1,0,1,train
deepseek-v3.2-or,religions,8,55,0,0,1,1,train
deepseek-v3.2-or,religions,90,124,0,0,1,1,train
deepseek-v3.2-or,religions,85,130,0,0,1,1,train
deepseek-v3.2-or,religions,38,55,0,0,1,1,train
deepseek-v3.2-or,religions,57,68,0,0,1,1,train
deepseek-v3.2-or,religions,36,130,0,0,1,1,train
deepseek-v3.2-or,religions,55,143,1,1,0,1,train
deepseek-v3.2-or,religions,11,73,0,0,1,1,train
deepseek-v3.2-or,religions,131,138,0,0,1,1,train
deepseek-v3.2-or,religions,29,127,0,0,1,1,train
deepseek-v3.2-or,religions,31,136,0,0,1,1,train
deepseek-v3.2-or,religions,64,84,1,1,0,1,train
deepseek-v3.2-or,religions,22,87,1,1,0,1,train
deepseek-v3.2-or,religions,66,130,0,0,1,1,train
deepseek-v3.2-or,religions,126,144,1,1,0,1,train
deepseek-v3.2-or,religions,43,146,1,1,0,1,train
deepseek-v3.2-or,religions,58,131,0,0,1,1,train
deepseek-v3.2-or,religions,77,144,1,1,0,1,train
deepseek-v3.2-or,religions,61,136,0,0,1,1,train
deepseek-v3.2-or,religions,80,149,1,1,0,1,train
deepseek-v3.2-or,religions,52,87,1,1,0,1,train
deepseek-v3.2-or,religions,73,146,1,1,0,1,train
deepseek-v3.2-or,religions,88,131,0,0,1,1,train
deepseek-v3.2-or,religions,107,144,1,1,0,1,train
deepseek-v3.2-or,religions,24,146,1,1,0,1,train
deepseek-v3.2-or,religions,63,74,0,0,1,1,train
deepseek-v3.2-or,religions,82,87,1,1,0,1,train
deepseek-v3.2-or,religions,40,90,1,1,0,1,train
deepseek-v3.2-or,religions,42,136,0,0,1,1,train
deepseek-v3.2-or,religions,93,101,0,0,1,1,train
deepseek-v3.2-or,religions,137,144,1,1,0,1,train
deepseek-v3.2-or,religions,54,146,1,1,0,1,train
deepseek-v3.2-or,religions,67,85,1,1,0,1,train
deepseek-v3.2-or,religions,86,98,0,0,1,1,train
deepseek-v3.2-or,religions,53,150,1,1,0,1,train
deepseek-v3.2-or,religions,70,90,1,1,0,1,train
deepseek-v3.2-or,religions,89,103,0,0,1,1,train
deepseek-v3.2-or,religions,65,160,0,0,1,1,train
deepseek-v3.2-or,religions,63,87,1,1,0,1,train
deepseek-v3.2-or,religions,21,90,1,1,0,1,train
deepseek-v3.2-or,religions,144,160,0,0,1,1,train
deepseek-v3.2-or,religions,14,50,0,0,1,1,train
deepseek-v3.2-or,religions,60,166,0,0,1,1,train
deepseek-v3.2-or,religions,13,91,1,1,0,1,train
deepseek-v3.2-or,religions,137,157,1,1,0,1,train
deepseek-v3.2-or,religions,35,109,0,0,1,1,train
deepseek-v3.2-or,religions,95,160,0,0,1,1,train
deepseek-v3.2-or,religions,25,37,1,1,0,1,train
deepseek-v3.2-or,religions,44,50,0,0,1,1,train
deepseek-v3.2-or,religions,90,166,0,0,1,1,train
deepseek-v3.2-or,religions,2,53,0,0,1,1,train
deepseek-v3.2-or,religions,62,104,0,0,1,1,train
deepseek-v3.2-or,religions,37,47,0,0,1,1,train
deepseek-v3.2-or,religions,14,63,1,1,0,1,train
deepseek-v3.2-or,religions,55,64,1,1,0,1,train
deepseek-v3.2-or,religions,48,61,1,1,0,1,train
deepseek-v3.2-or,religions,120,166,0,0,1,1,train
deepseek-v3.2-or,religions,64,126,0,0,1,1,train
deepseek-v3.2-or,religions,118,133,0,0,1,1,train
deepseek-v3.2-or,religions,57,123,0,0,1,1,train
deepseek-v3.2-or,religions,76,136,0,0,1,1,train
deepseek-v3.2-or,religions,6,77,0,0,1,1,train
deepseek-v3.2-or,religions,50,120,1,1,0,1,train
deepseek-v3.2-or,religions,43,80,0,0,1,1,train
deepseek-v3.2-or,religions,84,118,0,0,1,1,train
deepseek-v3.2-or,religions,1,83,0,0,1,1,train
deepseek-v3.2-or,religions,87,123,0,0,1,1,train
deepseek-v3.2-or,religions,64,139,0,0,1,1,train
deepseek-v3.2-or,religions,17,64,1,1,0,1,train
deepseek-v3.2-or,religions,36,77,0,0,1,1,train
deepseek-v3.2-or,religions,22,142,1,1,0,1,train
deepseek-v3.2-or,religions,57,136,0,0,1,1,train
deepseek-v3.2-or,religions,98,137,0,0,1,1,train
deepseek-v3.2-or,religions,15,139,0,0,1,1,train
deepseek-v3.2-or,religions,54,67,1,1,0,1,train
deepseek-v3.2-or,religions,31,83,0,0,1,1,train
deepseek-v3.2-or,religions,91,134,0,0,1,1,train
deepseek-v3.2-or,religions,3,21,0,0,1,1,train
deepseek-v3.2-or,religions,66,77,0,0,1,1,train
deepseek-v3.2-or,religions,52,142,1,1,0,1,train
deepseek-v3.2-or,religions,65,81,0,0,1,1,train
deepseek-v3.2-or,religions,68,86,1,1,0,1,train
deepseek-v3.2-or,religions,87,136,0,0,1,1,train
deepseek-v3.2-or,religions,128,137,0,0,1,1,train
deepseek-v3.2-or,religions,45,139,0,0,1,1,train
deepseek-v3.2-or,religions,58,78,0,0,1,1,train
deepseek-v3.2-or,religions,77,91,1,1,0,1,train
deepseek-v3.2-or,religions,61,83,0,0,1,1,train
deepseek-v3.2-or,religions,121,134,0,0,1,1,train
deepseek-v3.2-or,religions,80,96,1,1,0,1,train
deepseek-v3.2-or,religions,19,86,1,1,0,1,train
deepseek-v3.2-or,religions,82,142,1,1,0,1,train
deepseek-v3.2-or,religions,75,139,0,0,1,1,train
deepseek-v3.2-or,religions,135,153,1,1,0,1,train
deepseek-v3.2-or,religions,52,155,1,1,0,1,train
deepseek-v3.2-or,religions,49,86,1,1,0,1,train
deepseek-v3.2-or,religions,86,153,0,0,1,1,train
deepseek-v3.2-or,religions,89,158,0,0,1,1,train
deepseek-v3.2-or,religions,79,150,1,1,0,1,train
deepseek-v3.2-or,religions,21,145,1,1,0,1,train
deepseek-v3.2-or,religions,34,84,1,1,0,1,train
deepseek-v3.2-or,religions,53,97,1,1,0,1,train
deepseek-v3.2-or,religions,46,94,1,1,0,1,train
deepseek-v3.2-or,religions,90,100,0,0,1,1,train
deepseek-v3.2-or,religions,39,54,0,0,1,1,train
deepseek-v3.2-or,religions,32,51,0,0,1,1,train
deepseek-v3.2-or,religions,138,154,1,1,0,1,train
deepseek-v3.2-or,religions,55,119,1,1,0,1,train
deepseek-v3.2-or,religions,134,156,1,1,0,1,train
deepseek-v3.2-or,religions,92,159,0,0,1,1,train
deepseek-v3.2-or,religions,23,59,1,1,0,1,train
deepseek-v3.2-or,religions,85,119,0,0,1,1,train
deepseek-v3.2-or,religions,55,132,1,1,0,1,train
deepseek-v3.2-or,religions,6,132,0,0,1,1,train
deepseek-v3.2-or,religions,64,73,0,0,1,1,train
deepseek-v3.2-or,religions,25,118,1,1,0,1,train
deepseek-v3.2-or,religions,85,132,0,0,1,1,train
deepseek-v3.2-or,religions,38,57,1,1,0,1,train
deepseek-v3.2-or,religions,57,70,0,0,1,1,train
deepseek-v3.2-or,religions,1,138,0,0,1,1,train
deepseek-v3.2-or,religions,36,132,0,0,1,1,train
deepseek-v3.2-or,religions,10,79,0,0,1,1,train
deepseek-v3.2-or,religions,54,122,1,1,0,1,train
deepseek-v3.2-or,religions,31,138,0,0,1,1,train
deepseek-v3.2-or,religions,3,76,0,0,1,1,train
deepseek-v3.2-or,religions,22,89,1,1,0,1,train
deepseek-v3.2-or,religions,66,132,0,0,1,1,train
deepseek-v3.2-or,religions,126,146,1,1,0,1,train
deepseek-v3.2-or,religions,40,79,0,0,1,1,train
deepseek-v3.2-or,religions,58,133,0,0,1,1,train
deepseek-v3.2-or,religions,61,138,0,0,1,1,train
deepseek-v3.2-or,religions,80,151,1,1,0,1,train
deepseek-v3.2-or,religions,52,89,1,1,0,1,train
deepseek-v3.2-or,religions,67,74,0,0,1,1,train
deepseek-v3.2-or,religions,12,138,0,0,1,1,train
deepseek-v3.2-or,religions,70,79,0,0,1,1,train
deepseek-v3.2-or,religions,47,95,1,1,0,1,train
deepseek-v3.2-or,religions,107,146,1,1,0,1,train
deepseek-v3.2-or,religions,46,136,0,0,1,1,train
deepseek-v3.2-or,religions,79,84,1,1,0,1,train
deepseek-v3.2-or,religions,82,89,1,1,0,1,train
deepseek-v3.2-or,religions,42,138,0,0,1,1,train
deepseek-v3.2-or,religions,74,90,1,1,0,1,train
deepseek-v3.2-or,religions,137,146,1,1,0,1,train
deepseek-v3.2-or,religions,67,87,1,1,0,1,train
deepseek-v3.2-or,religions,53,152,1,1,0,1,train
deepseek-v3.2-or,religions,89,105,0,0,1,1,train
deepseek-v3.2-or,religions,5,111,0,0,1,1,train
deepseek-v3.2-or,religions,151,165,0,0,1,1,train
deepseek-v3.2-or,religions,21,92,1,1,0,1,train
deepseek-v3.2-or,religions,144,162,0,0,1,1,train
deepseek-v3.2-or,religions,14,52,0,0,1,1,train
deepseek-v3.2-or,religions,51,119,1,1,0,1,train
deepseek-v3.2-or,religions,7,49,0,0,1,1,train
deepseek-v3.2-or,religions,6,53,0,0,1,1,train
deepseek-v3.2-or,religions,41,47,0,0,1,1,train
deepseek-v3.2-or,religions,2,55,0,0,1,1,train
deepseek-v3.2-or,religions,62,106,0,0,1,1,train
deepseek-v3.2-or,religions,81,119,1,1,0,1,train
deepseek-v3.2-or,religions,37,49,0,0,1,1,train
deepseek-v3.2-or,religions,36,53,0,0,1,1,train
deepseek-v3.2-or,religions,55,66,1,1,0,1,train
deepseek-v3.2-or,religions,29,50,0,0,1,1,train
deepseek-v3.2-or,religions,48,63,1,1,0,1,train
deepseek-v3.2-or,religions,34,165,0,0,1,1,train
deepseek-v3.2-or,religions,92,106,0,0,1,1,train
deepseek-v3.2-or,religions,84,107,0,0,1,1,train
deepseek-v3.2-or,religions,122,133,0,0,1,1,train
deepseek-v3.2-or,religions,64,128,0,0,1,1,train
deepseek-v3.2-or,religions,17,53,0,0,1,1,train
deepseek-v3.2-or,religions,57,125,0,0,1,1,train
deepseek-v3.2-or,religions,76,138,0,0,1,1,train
deepseek-v3.2-or,religions,11,130,0,0,1,1,train
deepseek-v3.2-or,religions,84,120,0,0,1,1,train
deepseek-v3.2-or,religions,87,125,0,0,1,1,train
deepseek-v3.2-or,religions,106,138,0,0,1,1,train
deepseek-v3.2-or,religions,17,66,1,1,0,1,train
deepseek-v3.2-or,religions,3,131,0,0,1,1,train
deepseek-v3.2-or,religions,22,144,1,1,0,1,train
deepseek-v3.2-or,religions,61,72,0,0,1,1,train
deepseek-v3.2-or,religions,80,85,1,1,0,1,train
deepseek-v3.2-or,religions,98,139,0,0,1,1,train
deepseek-v3.2-or,religions,101,144,1,1,0,1,train
deepseek-v3.2-or,religions,54,69,1,1,0,1,train
deepseek-v3.2-or,religions,18,146,1,1,0,1,train
deepseek-v3.2-or,religions,91,136,0,0,1,1,train
deepseek-v3.2-or,religions,3,23,0,0,1,1,train
deepseek-v3.2-or,religions,135,142,1,1,0,1,train
deepseek-v3.2-or,religions,52,144,1,1,0,1,train
deepseek-v3.2-or,religions,58,80,0,0,1,1,train
deepseek-v3.2-or,religions,121,136,0,0,1,1,train
deepseek-v3.2-or,religions,80,98,1,1,0,1,train
deepseek-v3.2-or,religions,47,150,1,1,0,1,train
deepseek-v3.2-or,religions,19,88,1,1,0,1,train
deepseek-v3.2-or,religions,12,85,1,1,0,1,train
deepseek-v3.2-or,religions,74,145,1,1,0,1,train
deepseek-v3.2-or,religions,10,160,0,0,1,1,train
deepseek-v3.2-or,religions,49,88,1,1,0,1,train
deepseek-v3.2-or,religions,86,155,0,0,1,1,train
deepseek-v3.2-or,religions,89,160,0,0,1,1,train
deepseek-v3.2-or,religions,42,85,1,1,0,1,train
deepseek-v3.2-or,religions,83,86,1,1,0,1,train
deepseek-v3.2-or,religions,5,166,0,0,1,1,train
deepseek-v3.2-or,religions,104,145,1,1,0,1,train
deepseek-v3.2-or,religions,21,147,1,1,0,1,train
deepseek-v3.2-or,religions,40,160,0,0,1,1,train
deepseek-v3.2-or,religions,53,99,1,1,0,1,train
deepseek-v3.2-or,religions,46,96,1,1,0,1,train
deepseek-v3.2-or,religions,90,102,0,0,1,1,train
deepseek-v3.2-or,religions,35,166,0,0,1,1,train
deepseek-v3.2-or,religions,146,155,0,0,1,1,train
deepseek-v3.2-or,religions,25,94,1,1,0,1,train
deepseek-v3.2-or,religions,2,110,0,0,1,1,train
deepseek-v3.2-or,religions,62,161,0,0,1,1,train
deepseek-v3.2-or,religions,138,156,1,1,0,1,train
deepseek-v3.2-or,religions,55,121,1,1,0,1,train
deepseek-v3.2-or,religions,11,51,0,0,1,1,train
deepseek-v3.2-or,religions,150,166,0,0,1,1,train
deepseek-v3.2-or,religions,29,105,0,0,1,1,train
deepseek-v3.2-or,religions,134,158,1,1,0,1,train
deepseek-v3.2-or,religions,92,161,0,0,1,1,train
deepseek-v3.2-or,religions,23,61,1,1,0,1,train
deepseek-v3.2-or,religions,85,121,0,0,1,1,train
deepseek-v3.2-or,religions,38,46,0,0,1,1,train
deepseek-v3.2-or,religions,18,67,1,1,0,1,train
deepseek-v3.2-or,religions,6,134,0,0,1,1,train
deepseek-v3.2-or,religions,45,62,1,1,0,1,train
deepseek-v3.2-or,religions,64,75,0,0,1,1,train
deepseek-v3.2-or,religions,85,134,0,0,1,1,train
deepseek-v3.2-or,religions,57,72,0,0,1,1,train
deepseek-v3.2-or,religions,43,137,0,0,1,1,train
deepseek-v3.2-or,religions,18,80,0,0,1,1,train
deepseek-v3.2-or,religions,36,134,0,0,1,1,train
deepseek-v3.2-or,religions,80,140,1,1,0,1,train
deepseek-v3.2-or,religions,10,81,0,0,1,1,train
deepseek-v3.2-or,religions,54,124,1,1,0,1,train
deepseek-v3.2-or,religions,73,137,0,0,1,1,train
deepseek-v3.2-or,religions,3,78,0,0,1,1,train
deepseek-v3.2-or,religions,22,91,1,1,0,1,train
deepseek-v3.2-or,religions,66,134,0,0,1,1,train
deepseek-v3.2-or,religions,58,135,0,0,1,1,train
deepseek-v3.2-or,religions,77,148,1,1,0,1,train
deepseek-v3.2-or,religions,80,153,1,1,0,1,train
deepseek-v3.2-or,religions,33,78,0,0,1,1,train
deepseek-v3.2-or,religions,52,91,1,1,0,1,train
deepseek-v3.2-or,religions,51,95,1,1,0,1,train
deepseek-v3.2-or,religions,95,138,0,0,1,1,train
deepseek-v3.2-or,religions,7,25,0,0,1,1,train
deepseek-v3.2-or,religions,88,135,0,0,1,1,train
deepseek-v3.2-or,religions,47,97,1,1,0,1,train
deepseek-v3.2-or,religions,46,138,0,0,1,1,train
deepseek-v3.2-or,religions,63,78,0,0,1,1,train
deepseek-v3.2-or,religions,125,138,0,0,1,1,train
deepseek-v3.2-or,religions,74,92,1,1,0,1,train
deepseek-v3.2-or,religions,137,148,1,1,0,1,train
deepseek-v3.2-or,religions,67,89,1,1,0,1,train
deepseek-v3.2-or,religions,53,154,1,1,0,1,train
deepseek-v3.2-or,religions,9,84,1,1,0,1,train
deepseek-v3.2-or,religions,46,151,1,1,0,1,train
deepseek-v3.2-or,religions,21,94,1,1,0,1,train
deepseek-v3.2-or,religions,144,164,0,0,1,1,train
deepseek-v3.2-or,religions,14,54,0,0,1,1,train
deepseek-v3.2-or,religions,29,39,0,0,1,1,train
deepseek-v3.2-or,religions,6,55,0,0,1,1,train
deepseek-v3.2-or,religions,50,98,1,1,0,1,train
deepseek-v3.2-or,religions,44,54,0,0,1,1,train
deepseek-v3.2-or,religions,36,55,0,0,1,1,train
deepseek-v3.2-or,religions,55,68,1,1,0,1,train
deepseek-v3.2-or,religions,29,52,0,0,1,1,train
deepseek-v3.2-or,religions,48,65,1,1,0,1,train
deepseek-v3.2-or,religions,24,58,1,1,0,1,train
deepseek-v3.2-or,religions,84,109,0,0,1,1,train
deepseek-v3.2-or,religions,122,135,0,0,1,1,train
deepseek-v3.2-or,religions,64,130,0,0,1,1,train
deepseek-v3.2-or,religions,17,55,0,0,1,1,train
deepseek-v3.2-or,religions,54,58,1,1,0,1,train
deepseek-v3.2-or,religions,91,125,0,0,1,1,train
deepseek-v3.2-or,religions,94,130,0,0,1,1,train
deepseek-v3.2-or,religions,11,132,0,0,1,1,train
deepseek-v3.2-or,religions,10,136,0,0,1,1,train
deepseek-v3.2-or,religions,84,122,0,0,1,1,train
deepseek-v3.2-or,religions,43,84,1,1,0,1,train
deepseek-v3.2-or,religions,87,127,0,0,1,1,train
deepseek-v3.2-or,religions,3,133,0,0,1,1,train
deepseek-v3.2-or,religions,22,146,1,1,0,1,train
deepseek-v3.2-or,religions,61,74,0,0,1,1,train
deepseek-v3.2-or,religions,80,87,1,1,0,1,train
deepseek-v3.2-or,religions,101,146,1,1,0,1,train
deepseek-v3.2-or,religions,54,71,1,1,0,1,train
deepseek-v3.2-or,religions,40,136,0,0,1,1,train
deepseek-v3.2-or,religions,91,138,0,0,1,1,train
deepseek-v3.2-or,religions,3,25,0,0,1,1,train
deepseek-v3.2-or,religions,135,144,1,1,0,1,train
deepseek-v3.2-or,religions,52,146,1,1,0,1,train
deepseek-v3.2-or,religions,65,85,1,1,0,1,train
deepseek-v3.2-or,religions,70,136,0,0,1,1,train
deepseek-v3.2-or,religions,58,82,0,0,1,1,train
deepseek-v3.2-or,religions,19,90,1,1,0,1,train
deepseek-v3.2-or,religions,79,141,1,1,0,1,train
deepseek-v3.2-or,religions,63,133,0,0,1,1,train
deepseek-v3.2-or,religions,82,146,1,1,0,1,train
deepseek-v3.2-or,religions,12,87,1,1,0,1,train
deepseek-v3.2-or,religions,53,88,1,1,0,1,train
deepseek-v3.2-or,religions,93,160,0,0,1,1,train
deepseek-v3.2-or,religions,46,85,1,1,0,1,train
deepseek-v3.2-or,religions,49,90,1,1,0,1,train
deepseek-v3.2-or,religions,109,141,1,1,0,1,train
deepseek-v3.2-or,religions,86,157,0,0,1,1,train
deepseek-v3.2-or,religions,83,88,1,1,0,1,train
deepseek-v3.2-or,religions,9,139,0,0,1,1,train
deepseek-v3.2-or,religions,13,29,1,1,0,1,train
deepseek-v3.2-or,religions,35,47,0,0,1,1,train
deepseek-v3.2-or,religions,21,149,1,1,0,1,train
deepseek-v3.2-or,religions,118,166,0,0,1,1,train
deepseek-v3.2-or,religions,90,104,0,0,1,1,train
deepseek-v3.2-or,religions,30,53,0,0,1,1,train
deepseek-v3.2-or,religions,7,106,0,0,1,1,train
deepseek-v3.2-or,religions,134,147,1,1,0,1,train
deepseek-v3.2-or,religions,153,160,0,0,1,1,train
deepseek-v3.2-or,religions,146,157,0,0,1,1,train
deepseek-v3.2-or,religions,25,96,1,1,0,1,train
deepseek-v3.2-or,religions,145,161,0,0,1,1,train
deepseek-v3.2-or,religions,62,163,0,0,1,1,train
deepseek-v3.2-or,religions,37,106,0,0,1,1,train
deepseek-v3.2-or,religions,138,158,1,1,0,1,train
deepseek-v3.2-or,religions,55,123,1,1,0,1,train
deepseek-v3.2-or,religions,8,48,0,0,1,1,train
deepseek-v3.2-or,religions,11,53,0,0,1,1,train
deepseek-v3.2-or,religions,29,107,0,0,1,1,train
deepseek-v3.2-or,religions,20,58,1,1,0,1,train
deepseek-v3.2-or,religions,4,50,0,0,1,1,train
deepseek-v3.2-or,religions,23,63,1,1,0,1,train
deepseek-v3.2-or,religions,22,67,1,1,0,1,train
deepseek-v3.2-or,religions,85,123,0,0,1,1,train
deepseek-v3.2-or,religions,38,48,0,0,1,1,train
deepseek-v3.2-or,religions,84,164,0,0,1,1,train
deepseek-v3.2-or,religions,15,64,1,1,0,1,train
deepseek-v3.2-or,religions,78,120,1,1,0,1,train
deepseek-v3.2-or,religions,52,67,1,1,0,1,train
deepseek-v3.2-or,religions,6,136,0,0,1,1,train
deepseek-v3.2-or,religions,45,64,1,1,0,1,train
deepseek-v3.2-or,religions,64,77,0,0,1,1,train
deepseek-v3.2-or,religions,85,136,0,0,1,1,train
deepseek-v3.2-or,religions,126,137,0,0,1,1,train
deepseek-v3.2-or,religions,43,139,0,0,1,1,train
deepseek-v3.2-or,religions,119,134,0,0,1,1,train
deepseek-v3.2-or,religions,77,137,0,0,1,1,train
deepseek-v3.2-or,religions,80,142,1,1,0,1,train
deepseek-v3.2-or,religions,54,126,1,1,0,1,train
