pair_uid,judge_index,vote_raw,winner_condition,success
system_prompt:essay:mimo-v2-pro-or:19,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:20,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:20,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:20,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:21,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:21,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:21,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:22,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:22,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:22,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:23,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:23,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:23,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:24,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:24,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:24,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:25,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:25,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:25,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:26,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:26,2,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:26,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:27,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:27,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:27,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:28,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:28,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:28,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:29,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:29,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:29,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:30,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:30,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:30,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:31,1,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:31,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:31,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:32,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:32,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:32,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:33,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:33,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:33,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:34,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:34,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:34,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:35,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:35,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:35,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:36,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:36,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:36,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:37,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:37,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:37,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:38,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:38,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:38,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:39,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:39,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:39,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:40,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:40,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:40,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:41,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:41,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:41,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:42,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:42,2,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:42,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:43,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:43,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:43,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:44,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:44,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:44,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:45,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:45,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:45,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:46,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:46,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:46,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:47,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:47,2,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:47,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:48,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:48,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:48,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:49,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:49,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:49,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:50,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:50,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:50,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:51,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:51,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:51,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:52,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:52,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:52,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:53,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:53,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:53,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:54,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:54,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:54,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:55,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:55,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:55,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:56,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:56,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:56,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:57,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:57,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:57,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:58,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:58,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:58,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:59,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:59,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:59,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:60,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:60,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:60,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:61,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:61,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:61,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:62,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:62,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:62,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:63,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:63,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:63,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:64,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:64,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:64,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:65,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:65,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:65,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:66,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:66,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:66,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:67,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:67,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:67,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:68,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:68,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:68,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:69,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:69,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:69,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:70,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:70,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:70,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:71,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:71,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:71,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:72,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:72,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:72,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:73,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:73,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:73,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:74,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:74,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:74,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:75,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:75,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:75,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:76,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:76,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:76,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:77,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:77,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:77,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:78,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:78,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:78,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:79,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:79,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:79,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:80,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:80,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:80,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:81,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:81,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:81,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:82,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:82,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:82,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:83,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:83,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:83,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:84,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:84,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:84,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:85,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:85,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:85,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:86,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:86,2,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:86,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:87,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:87,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:87,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:88,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:88,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:88,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:89,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:89,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:89,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:90,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:90,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:90,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:91,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:91,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:91,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:92,1,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:92,2,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:92,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:93,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:93,2,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:93,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:94,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:94,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:94,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:95,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:95,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:95,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:96,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:96,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:96,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:97,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:97,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:97,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:98,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:98,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:98,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:99,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:99,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:99,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:100,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:100,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:100,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:101,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:101,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:101,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:102,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:102,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:102,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:103,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:103,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:103,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:104,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:104,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:104,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:105,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:105,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:105,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:106,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:106,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:106,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:107,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:107,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:107,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:108,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:108,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:108,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:109,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:109,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:109,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:110,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:110,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:110,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:111,1,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:111,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:111,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:112,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:112,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:112,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:113,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:113,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:113,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:114,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:114,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:114,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:115,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:115,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:115,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:116,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:116,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:116,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:117,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:117,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:117,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:118,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:118,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:118,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:119,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:119,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:119,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:120,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:120,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:120,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:121,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:121,2,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:121,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:122,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:122,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:122,3,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:123,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:123,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:123,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:124,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:124,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:124,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:125,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:125,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:125,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:126,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:126,2,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:126,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:127,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:127,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:127,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:128,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:128,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:128,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:129,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:129,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:129,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:130,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:130,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:130,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:131,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:131,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:131,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:132,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:132,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:132,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:133,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:133,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:133,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:134,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:134,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:134,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:135,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:135,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:135,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:136,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:136,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:136,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:137,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:137,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:137,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:138,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:138,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:138,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:139,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:139,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:139,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:140,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:140,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:140,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:141,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:141,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:141,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:142,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:142,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:142,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:143,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:143,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:143,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:144,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:144,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:144,3,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:145,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:145,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:145,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:146,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:146,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:146,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:147,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:147,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:147,3,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:148,1,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:148,2,Y,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:148,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:149,1,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:149,2,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:149,3,X,sys_strong,true
system_prompt:essay:mimo-v2-pro-or:150,1,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:150,2,X,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:150,3,TIE,tie,true
system_prompt:essay:mimo-v2-pro-or:151,1,Y,sys_normal,true
system_prompt:essay:mimo-v2-pro-or:151,2,Y,sys_normal,true
